order_id,date,region,category,channel,units,unit_price,revenue,cost
6220,2024-12-07,West,Electronics,In-Store,4,159.25,637.01,402.75
6221,2024-12-07,East,Beauty,Online,1,27.37,28.74,18.48
6222,2024-12-07,North,Home & Kitchen,In-Store,3,71.37,246.22,156.12
6223,2024-12-08,North,Home & Kitchen,Online,1,58.16,66.89,40.58
6224,2024-12-08,East,Electronics,Online,1,168.2,176.61,104.58
6225,2024-12-08,North,Sports,Online,1,58.41,67.17,41.89
6226,2024-12-08,East,Home & Kitchen,In-Store,1,72.68,76.32,42.54
6227,2024-12-08,East,Apparel,Mobile App,3,46.78,147.37,98.63
6228,2024-12-08,North,Home & Kitchen,Online,4,60.31,277.45,181.3
6229,2024-12-08,West,Apparel,Online,4,42.1,168.39,96.13
6230,2024-12-08,South,Electronics,In-Store,4,165.56,496.67,305.87
6231,2024-12-08,South,Beauty,Online,4,26.7,80.09,49.18
6232,2024-12-08,North,Home & Kitchen,Online,4,48.95,225.18,146.94
6233,2024-12-08,South,Beauty,Online,1,31.05,23.29,15.72
6234,2024-12-08,West,Sports,Online,2,58.61,117.23,78.58
6235,2024-12-08,East,Home & Kitchen,Online,3,66.42,209.23,134.29
6236,2024-12-08,West,Sports,Online,2,56.01,112.01,74.3
6237,2024-12-08,North,Home & Kitchen,Online,1,72.66,83.56,53.42
6238,2024-12-08,East,Sports,In-Store,1,60.19,63.2,41.03
6239,2024-12-08,East,Beauty,Online,1,31.65,33.24,22.26
6240,2024-12-08,West,Electronics,Mobile App,2,178.57,357.14,216.12
6241,2024-12-08,East,Beauty,In-Store,2,25.27,53.06,34.15
6242,2024-12-08,East,Sports,In-Store,3,60.66,191.07,127.95
6243,2024-12-08,North,Electronics,Online,1,186.79,214.8,139.63
6244,2024-12-08,South,Electronics,Online,1,204.19,153.14,102.16
6245,2024-12-08,West,Electronics,Online,3,184.3,552.91,310.48
6246,2024-12-08,North,Sports,In-Store,4,56.07,257.92,158.83
6247,2024-12-08,West,Apparel,In-Store,1,49.36,49.36,27.45
6248,2024-12-08,East,Home & Kitchen,In-Store,3,59.89,188.66,126.03
6249,2024-12-08,South,Apparel,In-Store,1,45.9,34.43,21.42
6250,2024-12-08,West,Home & Kitchen,In-Store,2,54.15,108.3,67.11
6251,2024-12-09,South,Home & Kitchen,In-Store,1,66.39,49.79,30.76
6252,2024-12-09,North,Home & Kitchen,Mobile App,4,74.56,342.99,210.45
6253,2024-12-09,East,Beauty,In-Store,2,30.71,64.48,39.3
6254,2024-12-09,North,Apparel,In-Store,3,35.32,121.85,73.98
6255,2024-12-09,East,Home & Kitchen,In-Store,1,61.21,64.27,39.11
6256,2024-12-09,East,Apparel,Mobile App,2,39.41,82.77,50.86
6257,2024-12-09,West,Home & Kitchen,Online,4,52.27,209.09,118.02
6258,2024-12-09,North,Home & Kitchen,In-Store,1,65.18,74.96,41.86
6259,2024-12-09,North,Beauty,In-Store,4,32.56,149.77,84.9
6260,2024-12-09,South,Electronics,Mobile App,1,173.37,130.03,74.26
6261,2024-12-09,South,Home & Kitchen,In-Store,1,64.49,48.37,31.24
6262,2024-12-09,North,Electronics,Online,4,210.15,966.7,640.01
6263,2024-12-09,North,Apparel,In-Store,1,43.36,49.86,32.62
6264,2024-12-09,East,Electronics,In-Store,3,158.28,498.58,304.52
6265,2024-12-09,North,Electronics,Online,2,205.41,472.44,264.22
6266,2024-12-09,North,Sports,In-Store,3,52.95,182.69,107.09
6267,2024-12-09,East,Electronics,Online,4,161.38,677.81,459.51
6268,2024-12-09,South,Apparel,Online,3,40.63,91.42,58.22
6269,2024-12-09,East,Beauty,In-Store,4,26.88,112.89,73.67
6270,2024-12-10,South,Apparel,Online,1,51.98,38.99,26.46
6271,2024-12-10,South,Beauty,Online,1,32.05,24.04,13.97
6272,2024-12-10,South,Beauty,Mobile App,3,29.84,67.15,41.81
6273,2024-12-10,West,Beauty,In-Store,1,20.58,20.58,11.56
6274,2024-12-10,North,Sports,Mobile App,3,63.29,218.37,124.96
6275,2024-12-10,East,Apparel,In-Store,3,37.9,119.38,67.47
6276,2024-12-10,South,Apparel,Online,2,48.04,72.07,42.6
6277,2024-12-10,East,Electronics,In-Store,3,160.78,506.45,304.17
6278,2024-12-10,North,Beauty,Mobile App,3,24.05,82.97,55.44
6279,2024-12-10,West,Electronics,In-Store,3,174.34,523.01,317.84
6280,2024-12-10,West,Electronics,Mobile App,2,158.7,317.4,194.93
6281,2024-12-10,West,Apparel,In-Store,3,50.18,150.54,96.66
6282,2024-12-10,West,Electronics,Online,1,184.5,184.5,116.79
6283,2024-12-10,East,Beauty,In-Store,1,27.69,29.07,16.15
6284,2024-12-10,South,Beauty,Online,2,24.28,36.42,24.52
6285,2024-12-10,East,Apparel,In-Store,3,33.55,105.69,60.19
6286,2024-12-11,South,Home & Kitchen,Online,2,58.62,87.92,51.58
6287,2024-12-11,North,Sports,Online,4,49.22,226.42,134.34
6288,2024-12-11,West,Sports,Online,3,49.18,147.54,83.9
6289,2024-12-11,North,Beauty,Online,4,31.17,143.38,80.4
6290,2024-12-11,West,Home & Kitchen,Online,3,52.32,156.97,92.18
6291,2024-12-11,North,Apparel,Online,3,43.37,149.62,88.94
6292,2024-12-11,South,Sports,Mobile App,2,62.64,93.96,60.78
6293,2024-12-11,East,Beauty,In-Store,4,25.58,107.44,63.81
6294,2024-12-11,North,Home & Kitchen,Online,2,61.84,142.24,78.27
6295,2024-12-11,East,Electronics,Online,4,187.7,788.33,523.3
6296,2024-12-11,South,Home & Kitchen,Mobile App,2,59.76,89.64,54.18
6297,2024-12-11,South,Home & Kitchen,Online,4,72.01,216.03,129.86
6298,2024-12-11,North,Apparel,Mobile App,2,43.31,99.62,64.04
6299,2024-12-11,South,Home & Kitchen,Online,2,69.59,104.39,61.63
6300,2024-12-11,West,Electronics,Online,2,137.6,275.21,176.6
6301,2024-12-11,West,Electronics,In-Store,3,196.58,589.75,395.82
6302,2024-12-11,West,Sports,Online,3,49.49,148.47,88.72
6303,2024-12-11,East,Apparel,In-Store,2,49.14,103.18,57.58
6304,2024-12-12,North,Apparel,In-Store,4,54.06,248.66,149.94
6305,2024-12-12,West,Apparel,Online,4,41.69,166.77,104.26
6306,2024-12-12,North,Apparel,Online,1,46.08,52.99,30.99
6307,2024-12-12,South,Apparel,Mobile App,1,42.73,32.05,20.74
6308,2024-12-12,East,Electronics,Mobile App,2,169.03,354.96,208.65
6309,2024-12-12,West,Home & Kitchen,Online,3,51.35,154.06,98.61
6310,2024-12-12,North,Electronics,Online,3,215.71,744.21,476.33
6311,2024-12-12,South,Electronics,Mobile App,1,201.21,150.91,93.02
6312,2024-12-12,West,Electronics,Online,1,200.32,200.32,118.51
6313,2024-12-12,North,Home & Kitchen,In-Store,4,62.95,289.56,187.33
6314,2024-12-12,North,Electronics,Online,4,144.63,665.3,425.05
6315,2024-12-12,North,Apparel,Mobile App,2,55.37,127.34,83.91
6316,2024-12-12,East,Sports,In-Store,2,68.13,143.07,90.05
6317,2024-12-12,West,Beauty,Online,3,28.38,85.13,56.28
6318,2024-12-12,East,Home & Kitchen,In-Store,4,64.23,269.78,167.51
6319,2024-12-12,North,Apparel,Online,1,36.36,41.82,24.81
6320,2024-12-12,North,Apparel,In-Store,1,61.49,70.72,39.41
6321,2024-12-12,East,Beauty,Online,4,23.71,99.59,61.08
6322,2024-12-12,East,Beauty,Online,4,29.71,124.76,80.95
6323,2024-12-12,East,Sports,In-Store,3,63.88,201.24,122.75
6324,2024-12-12,East,Home & Kitchen,Online,1,66.41,69.73,43.92
6325,2024-12-12,South,Apparel,In-Store,4,42.34,127.01,78.55
6326,2024-12-12,East,Apparel,Online,3,50.66,159.57,101.38
6327,2024-12-12,East,Electronics,In-Store,2,168.96,354.82,203.86
6328,2024-12-12,East,Home & Kitchen,In-Store,1,79.19,83.15,51.84
6329,2024-12-12,East,Apparel,Mobile App,4,43.79,183.93,122.91
6330,2024-12-12,South,Beauty,In-Store,3,34.85,78.4,47.66
6331,2024-12-13,North,Sports,Online,3,54.62,188.42,109.28
6332,2024-12-13,North,Beauty,Online,1,29.6,34.04,21.12
6333,2024-12-13,South,Electronics,In-Store,4,148.08,444.23,265.29
6334,2024-12-13,West,Electronics,Mobile App,4,153.38,613.53,415.78
6335,2024-12-13,East,Electronics,Mobile App,4,127.09,533.78,347.0
6336,2024-12-13,East,Home & Kitchen,Online,1,65.4,68.67,39.92
6337,2024-12-13,North,Apparel,In-Store,1,46.74,53.75,33.0
6338,2024-12-13,North,Apparel,In-Store,1,43.65,50.2,30.62
6339,2024-12-13,East,Sports,Online,4,58.33,244.99,146.46
6340,2024-12-13,South,Apparel,Online,3,42.81,96.32,62.25
6341,2024-12-13,East,Apparel,In-Store,4,47.28,198.56,109.79
6342,2024-12-13,North,Sports,In-Store,4,55.82,256.78,170.56
6343,2024-12-13,East,Electronics,Online,2,190.9,400.89,266.32
6344,2024-12-13,West,Electronics,Mobile App,2,180.56,361.12,244.68
6345,2024-12-13,West,Apparel,Online,1,45.43,45.43,25.06
6346,2024-12-13,East,Apparel,Mobile App,1,48.57,51.0,33.92
6347,2024-12-13,East,Sports,Online,4,55.72,234.02,153.72
6348,2024-12-13,South,Apparel,Mobile App,1,43.49,32.62,20.92
6349,2024-12-13,South,Home & Kitchen,Online,4,65.75,197.25,133.76
6350,2024-12-13,West,Apparel,Online,2,42.87,85.73,50.66
6351,2024-12-13,South,Electronics,Mobile App,1,187.65,140.74,81.46
6352,2024-12-13,East,Electronics,In-Store,4,146.68,616.04,354.58
6353,2024-12-13,North,Beauty,In-Store,4,27.53,126.64,85.03
6354,2024-12-13,North,Electronics,In-Store,3,165.06,569.47,341.05
6355,2024-12-13,North,Apparel,Online,1,27.57,31.71,17.91
6356,2024-12-13,North,Beauty,Online,4,23.64,108.77,64.36
6357,2024-12-13,West,Home & Kitchen,Mobile App,4,68.08,272.31,156.61
6358,2024-12-14,East,Electronics,Online,1,207.08,217.43,124.95
6359,2024-12-14,West,Home & Kitchen,Online,4,53.1,212.4,122.21
6360,2024-12-14,East,Home & Kitchen,In-Store,4,60.77,255.25,157.2
6361,2024-12-14,West,Electronics,Online,3,176.53,529.59,318.56
6362,2024-12-14,East,Home & Kitchen,Online,4,54.76,229.97,147.29
6363,2024-12-14,South,Apparel,In-Store,3,48.53,109.18,70.36
6364,2024-12-14,South,Electronics,Online,2,195.1,292.65,161.08
6365,2024-12-14,East,Apparel,In-Store,2,42.59,89.44,59.75
6366,2024-12-14,West,Beauty,Online,1,28.3,28.3,16.59
6367,2024-12-14,North,Electronics,Online,2,157.45,362.13,220.59
6368,2024-12-14,South,Beauty,In-Store,3,34.35,77.29,44.51
6369,2024-12-14,East,Apparel,In-Store,3,36.89,116.21,75.86
6370,2024-12-14,East,Apparel,In-Store,3,45.75,144.1,83.82
6371,2024-12-14,West,Beauty,Online,4,29.81,119.25,77.85
6372,2024-12-14,East,Apparel,Online,1,52.75,55.38,34.87
6373,2024-12-14,South,Beauty,Online,4,29.97,89.92,53.64
6374,2024-12-14,East,Electronics,Online,3,177.01,557.58,337.46
6375,2024-12-14,West,Electronics,Mobile App,3,179.86,539.57,366.83
6376,2024-12-14,North,Home & Kitchen,Mobile App,4,68.21,313.76,186.76
6377,2024-12-14,West,Beauty,In-Store,1,28.41,28.41,16.25
6378,2024-12-14,South,Home & Kitchen,Online,1,66.43,49.82,30.45
6379,2024-12-14,North,Home & Kitchen,In-Store,3,58.75,202.7,135.72
6380,2024-12-14,West,Apparel,In-Store,3,46.77,140.3,83.64
6381,2024-12-15,South,Home & Kitchen,Online,3,72.86,163.94,96.97
6382,2024-12-15,East,Home & Kitchen,Online,4,66.75,280.33,168.81
6383,2024-12-15,East,Electronics,Online,2,155.43,326.39,182.63
6384,2024-12-15,North,Apparel,Online,4,40.78,187.57,116.67
6385,2024-12-15,South,Beauty,Mobile App,4,26.4,79.2,43.68
6386,2024-12-15,East,Apparel,Online,3,41.35,130.27,78.61
6387,2024-12-15,West,Electronics,In-Store,1,187.1,187.1,122.47
6388,2024-12-15,North,Beauty,In-Store,4,27.87,128.2,82.9
6389,2024-12-15,West,Sports,Online,4,51.26,205.04,116.45
6390,2024-12-15,West,Sports,Online,1,56.37,56.37,37.0
6391,2024-12-15,South,Electronics,Online,3,180.69,406.55,228.51
6392,2024-12-15,North,Sports,Online,4,66.71,306.85,191.42
6393,2024-12-15,West,Electronics,In-Store,3,166.9,500.71,305.99
6394,2024-12-15,East,Home & Kitchen,Online,4,73.84,310.14,206.63
6395,2024-12-15,North,Sports,Online,3,51.46,177.54,112.78
6396,2024-12-15,East,Beauty,Mobile App,2,31.61,66.38,44.46
6397,2024-12-15,North,Beauty,Online,4,23.33,107.34,70.69
6398,2024-12-15,South,Sports,Online,3,60.18,135.4,75.49
6399,2024-12-15,North,Electronics,In-Store,4,195.36,898.66,516.04
6400,2024-12-15,West,Home & Kitchen,Online,1,70.93,70.93,40.04
6401,2024-12-15,West,Home & Kitchen,In-Store,4,58.41,233.65,151.97
6402,2024-12-15,North,Beauty,Mobile App,3,23.63,81.53,54.95
6403,2024-12-16,West,Apparel,In-Store,3,42.61,127.83,78.98
6404,2024-12-16,South,Apparel,Mobile App,3,39.55,88.99,56.6
6405,2024-12-16,West,Electronics,In-Store,3,166.86,500.59,289.73
6406,2024-12-16,North,Electronics,In-Store,2,158.14,363.73,201.13
6407,2024-12-16,East,Home & Kitchen,Mobile App,4,62.43,262.21,168.93
6408,2024-12-16,North,Apparel,Online,4,41.07,188.93,128.23
6409,2024-12-16,East,Apparel,Online,3,44.92,141.49,91.23
6410,2024-12-16,East,Home & Kitchen,Online,2,72.62,152.5,88.98
6411,2024-12-16,South,Home & Kitchen,Online,2,57.55,86.32,58.4
6412,2024-12-16,South,Electronics,Mobile App,2,175.6,263.41,157.59
6413,2024-12-16,North,Home & Kitchen,Online,3,69.74,240.61,152.32
6414,2024-12-16,West,Beauty,In-Store,3,16.23,48.68,31.54
6415,2024-12-16,North,Electronics,Mobile App,3,178.25,614.98,387.64
6416,2024-12-16,West,Sports,In-Store,1,52.54,52.54,31.01
6417,2024-12-16,East,Beauty,In-Store,2,32.65,68.56,42.96
6418,2024-12-16,West,Electronics,Online,3,167.07,501.22,291.38
6419,2024-12-16,East,Home & Kitchen,Online,1,70.86,74.4,44.34
6420,2024-12-16,South,Home & Kitchen,In-Store,3,57.17,128.64,71.73
6421,2024-12-17,East,Beauty,Online,4,29.01,121.83,72.11
6422,2024-12-17,West,Home & Kitchen,Online,2,71.96,143.92,84.28
6423,2024-12-17,North,Beauty,Online,2,30.76,70.76,47.33
6424,2024-12-17,North,Electronics,Online,3,182.29,628.9,348.8
6425,2024-12-17,West,Sports,Mobile App,3,47.74,143.23,95.14
6426,2024-12-17,East,Apparel,In-Store,3,40.5,127.58,78.96
6427,2024-12-17,East,Sports,In-Store,2,50.93,106.95,61.68
6428,2024-12-17,West,Electronics,Mobile App,2,163.96,327.91,204.28
6429,2024-12-17,North,Beauty,In-Store,2,28.69,65.99,41.29
6430,2024-12-17,South,Apparel,Online,2,48.68,73.02,46.63
6431,2024-12-17,North,Sports,Mobile App,4,54.65,251.41,138.83
6432,2024-12-17,North,Sports,Online,3,53.45,184.41,117.58
6433,2024-12-17,South,Sports,Online,2,64.94,97.41,64.31
6434,2024-12-17,West,Apparel,Online,4,42.89,171.55,100.7
6435,2024-12-17,South,Electronics,Mobile App,4,194.22,582.65,383.24
6436,2024-12-18,East,Electronics,Online,3,208.24,655.95,371.96
6437,2024-12-18,North,Home & Kitchen,Online,2,75.86,174.48,105.87
6438,2024-12-18,West,Home & Kitchen,Online,2,61.49,122.98,81.15
6439,2024-12-18,West,Apparel,Online,4,39.04,156.15,92.92
6440,2024-12-18,West,Home & Kitchen,In-Store,4,55.88,223.52,124.45
6441,2024-12-18,West,Electronics,Online,1,177.66,177.66,115.52
6442,2024-12-18,South,Home & Kitchen,In-Store,2,57.68,86.52,50.95
6443,2024-12-18,North,Electronics,Mobile App,1,192.81,221.73,132.56
6444,2024-12-18,West,Beauty,Online,3,27.89,83.66,50.18
6445,2024-12-18,East,Sports,In-Store,2,50.13,105.27,65.23
6446,2024-12-18,West,Apparel,Online,3,47.41,142.23,83.53
6447,2024-12-18,North,Sports,In-Store,1,57.98,66.68,39.8
6448,2024-12-18,East,Sports,Mobile App,1,52.59,55.22,30.97
6449,2024-12-18,South,Sports,Online,1,59.86,44.89,30.08
6450,2024-12-18,West,Beauty,In-Store,3,32.78,98.35,57.66
6451,2024-12-18,East,Electronics,Mobile App,2,179.54,377.04,243.39
6452,2024-12-18,East,Home & Kitchen,In-Store,4,64.3,270.07,153.37
6453,2024-12-18,East,Beauty,Online,4,28.79,120.93,75.31
6454,2024-12-18,South,Electronics,In-Store,3,210.62,473.88,291.07
6455,2024-12-18,West,Apparel,In-Store,2,45.98,91.96,53.04
6456,2024-12-18,North,Beauty,In-Store,3,33.13,114.3,75.21
6457,2024-12-18,South,Sports,Online,2,65.79,98.68,64.68
6458,2024-12-18,South,Sports,Online,3,53.1,119.48,69.01
6459,2024-12-18,West,Electronics,In-Store,4,166.04,664.18,378.4
6460,2024-12-18,South,Sports,In-Store,2,61.68,92.52,57.11
6461,2024-12-18,East,Sports,In-Store,2,39.7,83.38,48.41
6462,2024-12-19,North,Beauty,Mobile App,4,29.33,134.93,89.9
6463,2024-12-19,North,Electronics,Online,3,222.48,767.55,462.02
6464,2024-12-19,North,Home & Kitchen,In-Store,3,63.72,219.82,133.73
6465,2024-12-19,South,Electronics,In-Store,3,177.92,400.32,224.35
6466,2024-12-19,West,Apparel,In-Store,4,34.55,138.18,93.58
6467,2024-12-19,North,Electronics,Online,1,206.52,237.5,150.39
6468,2024-12-19,East,Apparel,Mobile App,1,53.68,56.36,38.09
6469,2024-12-19,North,Home & Kitchen,Online,2,62.01,142.62,95.5
6470,2024-12-19,South,Sports,Online,1,46.41,34.81,23.24
6471,2024-12-19,West,Apparel,Mobile App,3,42.97,128.9,79.56
6472,2024-12-19,South,Beauty,Online,1,35.39,26.54,16.0
6473,2024-12-19,West,Home & Kitchen,Online,1,69.04,69.04,40.82
6474,2024-12-19,East,Sports,In-Store,2,53.29,111.91,72.93
6475,2024-12-19,East,Beauty,In-Store,2,29.65,62.26,40.35
6476,2024-12-19,West,Home & Kitchen,Online,4,54.41,217.64,141.8
6477,2024-12-19,South,Electronics,In-Store,1,193.17,144.88,92.47
6478,2024-12-19,West,Home & Kitchen,In-Store,4,62.56,250.25,166.27
6479,2024-12-19,South,Apparel,Mobile App,3,46.04,103.6,67.03
6480,2024-12-19,West,Electronics,Online,3,169.81,509.42,326.51
6481,2024-12-19,East,Beauty,In-Store,1,27.7,29.09,18.76
6482,2024-12-19,West,Sports,Online,3,48.4,145.19,98.1
6483,2024-12-19,West,Sports,Online,3,37.72,113.16,68.89
6484,2024-12-19,West,Electronics,Online,4,211.6,846.39,481.21
6485,2024-12-19,East,Beauty,Online,3,28.67,90.31,50.73
6486,2024-12-19,West,Electronics,Online,4,194.47,777.89,528.67
6487,2024-12-19,North,Sports,In-Store,2,64.11,147.46,91.59
6488,2024-12-19,West,Electronics,Online,4,173.74,694.95,465.78
6489,2024-12-19,East,Apparel,Online,3,45.82,144.32,84.14
6490,2024-12-19,East,Home & Kitchen,In-Store,2,63.62,133.6,83.47
6491,2024-12-19,West,Sports,Online,3,55.28,165.84,91.76
6492,2024-12-20,East,Home & Kitchen,In-Store,1,71.58,75.16,49.4
6493,2024-12-20,West,Electronics,Mobile App,4,200.45,801.79,537.42
6494,2024-12-20,East,Home & Kitchen,Mobile App,2,48.94,102.78,58.49
6495,2024-12-20,North,Sports,Mobile App,3,46.12,159.13,88.62
6496,2024-12-20,East,Sports,Online,3,51.42,161.98,94.41
6497,2024-12-20,East,Electronics,In-Store,3,149.27,470.2,315.68
6498,2024-12-20,East,Electronics,In-Store,3,210.97,664.55,376.82
6499,2024-12-20,North,Sports,Mobile App,3,45.73,157.77,102.74
6500,2024-12-20,East,Beauty,Online,1,27.11,28.47,16.32
6501,2024-12-20,North,Beauty,In-Store,4,29.46,135.52,87.51
6502,2024-12-20,South,Home & Kitchen,Online,2,59.01,88.52,58.6
6503,2024-12-20,North,Electronics,Online,2,175.78,404.3,256.3
6504,2024-12-20,North,Home & Kitchen,Online,1,74.57,85.75,47.74
6505,2024-12-20,South,Apparel,In-Store,4,49.24,147.71,96.11
6506,2024-12-20,East,Home & Kitchen,In-Store,4,65.76,276.21,178.75
6507,2024-12-21,North,Home & Kitchen,In-Store,2,53.4,122.82,70.32
6508,2024-12-21,North,Electronics,Mobile App,2,174.32,400.94,259.94
6509,2024-12-21,West,Beauty,Mobile App,4,29.01,116.04,67.61
6510,2024-12-21,North,Electronics,Mobile App,4,157.78,725.78,464.15
6511,2024-12-21,North,Beauty,Online,3,29.76,102.68,62.2
6512,2024-12-21,South,Beauty,Online,3,21.29,47.9,32.24
6513,2024-12-21,South,Beauty,In-Store,3,26.68,60.02,40.15
6514,2024-12-21,South,Apparel,Online,4,39.63,118.9,67.5
6515,2024-12-21,South,Electronics,Online,1,185.81,139.36,84.3
6516,2024-12-21,South,Sports,In-Store,2,59.78,89.67,58.14
6517,2024-12-21,East,Home & Kitchen,Online,4,69.73,292.88,184.1
6518,2024-12-21,South,Apparel,Online,4,53.38,160.15,89.17
6519,2024-12-21,North,Home & Kitchen,In-Store,1,58.67,67.47,42.21
6520,2024-12-21,West,Beauty,In-Store,1,26.22,26.22,15.24
6521,2024-12-21,North,Electronics,In-Store,3,153.9,530.96,314.49
6522,2024-12-21,West,Home & Kitchen,Online,1,67.94,67.94,40.46
6523,2024-12-21,North,Apparel,In-Store,3,42.1,145.23,95.93
6524,2024-12-21,East,Sports,Online,1,45.85,48.15,26.56
6525,2024-12-21,South,Home & Kitchen,Online,3,64.08,144.19,84.34
6526,2024-12-21,North,Beauty,Online,3,20.17,69.59,45.39
6527,2024-12-21,East,Apparel,Online,1,52.6,55.23,34.87
6528,2024-12-21,East,Electronics,Online,4,153.82,646.04,376.11
6529,2024-12-22,South,Apparel,Mobile App,1,50.3,37.73,25.27
6530,2024-12-22,East,Apparel,In-Store,4,48.8,204.97,122.41
6531,2024-12-22,South,Beauty,Online,1,37.56,28.17,18.04
6532,2024-12-22,South,Sports,Online,3,59.95,134.9,87.66
6533,2024-12-22,West,Home & Kitchen,Online,4,64.33,257.31,145.75
6534,2024-12-22,North,Home & Kitchen,Online,1,71.69,82.44,48.83
6535,2024-12-22,North,Apparel,Online,4,37.52,172.58,104.72
6536,2024-12-22,East,Electronics,In-Store,2,211.91,445.01,253.21
6537,2024-12-22,West,Beauty,Online,2,34.76,69.51,46.93
6538,2024-12-22,South,Home & Kitchen,Mobile App,2,70.77,106.16,63.74
6539,2024-12-22,North,Electronics,Mobile App,2,150.13,345.3,229.7
6540,2024-12-22,North,Electronics,Mobile App,4,165.41,760.91,466.06
6541,2024-12-22,East,Electronics,In-Store,2,182.24,382.71,255.58
6542,2024-12-22,North,Electronics,Online,2,178.36,410.23,236.75
6543,2024-12-22,South,Electronics,Online,3,168.23,378.52,227.92
6544,2024-12-22,East,Beauty,Online,3,34.71,109.33,67.51
6545,2024-12-22,West,Apparel,Mobile App,3,45.57,136.72,91.17
6546,2024-12-22,East,Apparel,Mobile App,3,58.63,184.69,124.36
6547,2024-12-22,North,Beauty,In-Store,1,31.15,35.83,24.32
6548,2024-12-22,West,Beauty,In-Store,2,33.21,66.43,42.47
6549,2024-12-22,West,Beauty,Online,1,24.58,24.58,16.35
6550,2024-12-23,East,Electronics,In-Store,2,137.58,288.92,179.88
6551,2024-12-23,North,Electronics,In-Store,1,195.19,224.46,135.98
6552,2024-12-23,South,Beauty,Online,1,23.37,17.53,11.82
6553,2024-12-23,South,Electronics,Online,4,179.52,538.56,316.73
6554,2024-12-23,South,Beauty,Mobile App,2,25.08,37.63,25.33
6555,2024-12-23,East,Home & Kitchen,Online,3,50.99,160.62,108.86
6556,2024-12-23,North,Beauty,Online,2,25.63,58.94,35.0
6557,2024-12-23,East,Electronics,Online,2,205.95,432.5,248.01
6558,2024-12-23,North,Home & Kitchen,Online,4,73.37,337.5,198.28
6559,2024-12-23,North,Home & Kitchen,Online,2,65.12,149.79,87.58
6560,2024-12-23,North,Electronics,In-Store,4,199.09,915.83,548.45
6561,2024-12-23,North,Home & Kitchen,Mobile App,1,66.94,76.98,44.11
6562,2024-12-23,East,Sports,Online,3,41.47,130.64,85.59
6563,2024-12-23,West,Apparel,In-Store,2,32.78,65.57,42.71
6564,2024-12-23,East,Beauty,In-Store,2,30.57,64.19,37.34
6565,2024-12-23,South,Sports,Online,1,50.12,37.59,25.22
6566,2024-12-23,South,Sports,Online,4,45.7,137.09,81.26
6567,2024-12-23,North,Apparel,Online,4,41.05,188.85,126.72
6568,2024-12-23,East,Electronics,Online,3,191.34,602.73,404.48
6569,2024-12-23,East,Apparel,In-Store,4,36.27,152.32,95.6
6570,2024-12-23,West,Apparel,Online,2,48.39,96.77,64.33
6571,2024-12-24,South,Beauty,Mobile App,4,29.28,87.85,57.91
6572,2024-12-24,North,Apparel,Online,1,49.12,56.49,35.41
6573,2024-12-24,North,Electronics,Online,4,192.28,884.49,560.77
6574,2024-12-24,East,Home & Kitchen,Online,1,55.87,58.66,34.11
6575,2024-12-24,West,Electronics,Online,1,176.3,176.3,99.37
6576,2024-12-24,North,Beauty,Mobile App,3,28.57,98.55,55.51
6577,2024-12-24,East,Electronics,Online,2,142.85,299.98,192.78
6578,2024-12-24,East,Electronics,In-Store,2,181.1,380.31,223.23
6579,2024-12-24,West,Apparel,Online,4,50.63,202.51,120.59
6580,2024-12-24,South,Sports,In-Store,1,62.68,47.01,28.19
6581,2024-12-24,East,Apparel,Online,1,54.58,57.31,33.16
6582,2024-12-24,North,Electronics,Mobile App,4,195.19,897.89,536.35
6583,2024-12-24,East,Electronics,Online,1,186.61,195.94,130.69
6584,2024-12-24,East,Sports,Online,3,53.95,169.94,102.76
6585,2024-12-24,West,Electronics,In-Store,1,152.23,152.23,87.66
6586,2024-12-24,South,Home & Kitchen,In-Store,4,72.42,217.25,141.04
6587,2024-12-24,West,Sports,Online,4,51.14,204.55,130.99
6588,2024-12-24,West,Home & Kitchen,In-Store,2,60.7,121.41,82.07
6589,2024-12-24,South,Apparel,Online,2,51.26,76.89,49.61
6590,2024-12-24,West,Electronics,Mobile App,1,214.35,214.35,132.33
6591,2024-12-24,East,Electronics,Mobile App,1,164.66,172.89,112.77
6592,2024-12-24,East,Beauty,Online,1,23.77,24.96,14.69
6593,2024-12-24,West,Apparel,Online,2,44.1,88.19,54.86
6594,2024-12-24,North,Beauty,In-Store,2,29.82,68.59,44.23
6595,2024-12-24,South,Apparel,Online,2,41.94,62.92,35.98
6596,2024-12-25,North,Beauty,In-Store,1,28.52,32.8,19.69
6597,2024-12-25,North,Sports,Mobile App,1,52.13,59.95,36.94
6598,2024-12-25,South,Apparel,In-Store,3,45.37,102.08,62.51
6599,2024-12-25,West,Home & Kitchen,Online,2,71.64,143.28,79.88
6600,2024-12-25,West,Apparel,Mobile App,4,45.75,183.02,107.47
6601,2024-12-25,West,Apparel,Online,1,51.41,51.41,29.75
6602,2024-12-25,West,Beauty,Mobile App,2,29.07,58.15,34.23
6603,2024-12-25,South,Home & Kitchen,In-Store,2,77.57,116.35,77.64
6604,2024-12-25,West,Apparel,Online,3,48.39,145.18,87.3
6605,2024-12-25,East,Electronics,Online,2,204.94,430.36,252.52
6606,2024-12-25,North,Apparel,In-Store,1,51.06,58.72,38.28
6607,2024-12-25,South,Home & Kitchen,Online,2,56.93,85.4,48.75
6608,2024-12-25,North,Beauty,Online,4,23.95,110.17,71.84
